budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
25000000,TriStar Pictures,Canada,Robert Longo,Action,19076000,Johnny Mnemonic,R,26/05/95,100,5.6,Keanu Reeves,58885,William Gibson,1995
20000000,Twentieth Century Fox Film Corporation,USA,Alfonso Arau,Drama,50012507,A Walk in the Clouds,PG-13,11/08/95,102,6.7,Keanu Reeves,26520,Robert Mark Kamen,1995
15000000,Sweetland Films,USA,Woody Allen,Comedy,6700000,Mighty Aphrodite,R,10/11/95,95,7.1,Woody Allen,33697,Woody Allen,1995
50000000,Warner Bros.,France,Richard Donner,Action,30306268,Assassins,R,06/10/95,132,6.3,Sylvester Stallone,67317,Lilly Wachowski,1995
58000000,Constellation Entertainment,Germany,Sydney Pollack,Comedy,53672080,Sabrina,PG,15/12/95,127,6.3,Harrison Ford,31451,Samuel A. Taylor,1995
28000000,United Artists,USA,Michael Caton-Jones,Adventure,31600000,Rob Roy,R,14/04/95,139,6.9,Liam Neeson,36234,Alan Sharp,1995
55000000,Columbia Pictures Corporation,USA,Jerry Zucker,Action,37600435,First Knight,PG-13,07/07/95,134,5.9,Sean Connery,59052,Lorne Cameron,1995
30000000,Gaumont,France,Mel Brooks,Comedy,10693649,Drácula: Muerto pero feliz,PG-13,22/12/95,88,5.8,Leslie Nielsen,32629,Mel Brooks,1995
98000000,Beckner/Gorman Productions,USA,Renny Harlin,Action,10017322,Cutthroat Island,PG-13,22/12/95,124,5.6,Geena Davis,22527,Michael Frost Beckner,1995
13000000,Tales From The Crypt Holdings,USA,Ernest R. Dickerson,Action,21088568,Tales from the Crypt: Demon Knight,R,13/01/95,92,6.7,Billy Zane,17728,Ethan Reiff,1995
22000000,Columbia Pictures Corporation,USA,Irwin Winkler,Action,50727965,The Net,PG-13,28/07/95,114,5.9,Sandra Bullock,51864,John Brancato,1995
10000000,Caravan Pictures,USA,Albert Hughes,Action,24200000,Dead Presidents,R,06/10/95,119,6.8,Larenz Tate,16395,Allen Hughes,1995
45000000,Columbia Pictures Corporation,USA,Frank Oz,Drama,35617599,The Indian in the Cupboard,PG,14/07/95,96,5.9,Hal Scardino,22044,Lynne Reid Banks,1995
23000000,Hollywood Pictures,USA,Stephen Herek,Drama,82569971,Mr. Holland's Opus,PG,19/01/96,143,7.3,Richard Dreyfuss,31602,Patrick Sheane Duncan,1995
50000000,Allied Stars Ltd.,USA,Roland Joffé,Drama,10400000,The Scarlet Letter,R,13/10/95,135,5.2,Demi Moore,12706,Nathaniel Hawthorne,1995
20000000,Eddie Murphy Productions,USA,Wes Craven,Comedy,19751736,Vampire in Brooklyn,R,27/10/95,100,4.5,Eddie Murphy,18359,Eddie Murphy,1995
15000000,Tapestry Films,USA,Michael Gottlieb,Adventure,13406717,A Kid in King Arthur's Court,PG,11/08/95,89,4.8,Thomas Ian Nicholas,4897,Michael Part,1995
8000000,First Look International,USA,Gregory Widen,Action,16115878,The Prophecy,R,01/09/95,98,6.6,Christopher Walken,25657,Gregory Widen,1995
30000000,Sandollar Productions,USA,Charles Shyer,Comedy,76594000,Father of the Bride Part II,PG,08/12/95,106,5.9,Steve Martin,28658,Albert Hackett,1995
800000,Suburban Pictures,USA,Todd Solondz,Comedy,4771000,Welcome to the Dollhouse,R,24/05/96,88,7.4,Heather Matarazzo,28073,Todd Solondz,1995
30000000,United Artists,USA,Walter Hill,Action,2167808,Wild Bill,R,01/12/95,98,5.9,Jeff Bridges,5307,Peter Dexter,1995
20000000,Triumph Films,Canada,Christian Duguay,Sci-Fi,5781885,Asesinos cibernéticos,R,26/01/96,108,6.4,Peter Weller,21565,Philip K. Dick,1995
6500000,Beacon Communications,USA,Melanie Mayron,Comedy,9685976,The Baby-Sitters Club,PG,18/08/95,94,5.7,Schuyler Fisk,4594,Ann M. Martin,1995
8000000,FIT Productions,UK,Agnieszka Holland,Biography,339889,Total Eclipse,R,03/11/95,111,6.6,Leonardo DiCaprio,11309,Christopher Hampton,1995
30000000,Paramount Pictures,USA,Brett Leonard,Action,24048000,Virtuosity,R,04/08/95,106,5.6,Denzel Washington,24720,Eric Bernt,1995
50000000,Cinergi Pictures Entertainment,USA,Oliver Stone,Biography,13560960,Nixon,R,05/01/96,192,7.1,Anthony Hopkins,25426,Stephen J. Rivele,1995
50000000,Paramount Pictures,USA,William Friedkin,Crime,9795017,Jade,R,13/10/95,95,5.2,David Caruso,9815,Joe Eszterhas,1995
12000000,Caravan Pictures,USA,Holly Goldberg Sloan,Comedy,17725500,The Big Green,PG,29/09/95,100,5.5,Steve Guttenberg,7500,Holly Goldberg Sloan,1995
12000000,Seraphim Films,USA,Clive Barker,Horror,13293081,Lord of Illusions,R,25/08/95,109,6,Scott Bakula,11887,Clive Barker,1995
7500000,Golden Harvest Company,Hong Kong,Stanley Tong,Action,32392047,Rumble in the Bronx,R,23/02/96,104,6.7,Jackie Chan,32513,Edward Tang,1995
1000000,American Playhouse Theatrical Films,UK,Todd Haynes,Drama,512245,Safe,R,30/06/95,119,7.2,Julianne Moore,9448,Todd Haynes,1995
10000000,Universal Pictures,USA,Jocelyn Moorhouse,Comedy,23574130,How to Make an American Quilt,PG-13,06/10/95,117,6.2,Winona Ryder,9152,Whitney Otto,1995
11000000,Castle Rock Entertainment,USA,Oliver Parker,Drama,2112951,Othello,R,19/01/96,123,6.9,Laurence Fishburne,7965,Oliver Parker,1995
16000000,Twentieth Century Fox Film Corporation,USA,Forest Whitaker,Comedy,67052156,Waiting to Exhale,R,22/12/95,124,5.7,Whitney Houston,7977,Terry McMillan,1995
35000000,Universal Pictures,USA,Peter Hyams,Action,20350171,Sudden Death,R,22/12/95,111,5.7,Jean-Claude Van Damme,27472,Karen Elise Baldwin,1995
25000000,Universal Pictures,USA,Spike Lee,Crime,13040603,Clockers,R,13/09/95,128,6.9,Harvey Keitel,17650,Richard Price,1995
7000000,Miramax,USA,Gary Fleder,Crime,529766,Things to Do in Denver When You're Dead,R,01/12/95,115,6.8,Andy Garcia,23358,Scott Rosenberg,1995
11000000,Dog Eat Dog Films,USA,Michael Moore,Comedy,178104,Canadian Bacon,PG,22/09/95,91,5.9,John Candy,14286,Michael Moore,1995
5500000,American Playhouse,USA,Gregory Nava,Drama,11079373,My Family,R,03/05/95,128,7.3,Jimmy Smits,3222,Gregory Nava,1995
500000,JDI Productions,USA,Tom DiCillo,Comedy,1148752,Living in Oblivion,R,21/07/95,90,7.6,Steve Buscemi,13615,Tom DiCillo,1995
7000000,Miramax,Germany,Wayne Wang,Comedy,8349430,Smoke,R,09/06/95,112,7.4,Harvey Keitel,29466,Paul Auster,1995
27000000,TriStar Pictures,USA,Carl Franklin,Crime,16030096,Devil in a Blue Dress,R,29/09/95,102,6.7,Denzel Washington,14406,Walter Mosley,1995
9000000,Miramax,USA,Sean Penn,Drama,832910,The Crossing Guard,R,16/11/95,111,6.3,Jack Nicholson,11262,Sean Penn,1995
68000000,Columbia Pictures,USA,Joseph Ruben,Action,35324232,Money Train,R,22/11/95,110,5.6,Wesley Snipes,34091,Doug Richardson,1995
33000000,Paramount Pictures,USA,John Badham,Action,8169363,Nick of Time,R,22/11/95,90,6.3,Johnny Depp,34436,Patrick Sheane Duncan,1995
20000000,Paramount Pictures,USA,Jodie Foster,Comedy,17518220,Home for the Holidays,PG-13,03/11/95,103,6.6,Holly Hunter,9567,Chris Radant,1995
40000000,Twentieth Century Fox Film Corporation,USA,Barbet Schroeder,Action,14942422,Kiss of Death,R,21/04/95,101,5.9,David Caruso,14977,Eleazar Lipsky,1995
6000000,40 Acres & A Mule Filmworks,USA,Rusty Cundieff,Crime,11797927,Tales from the Hood,R,24/05/95,98,6.2,Clarence Williams III,5082,Rusty Cundieff,1995
17000000,Paramount Pictures,USA,Stephen Gyllenhaal,Drama,7603766,Losing Isaiah,R,17/03/95,111,6.4,Jessica Lange,4713,Seth Margolis,1995
21000000,Alcor Films,USA,Herbert Ross,Comedy,23450000,Boys on the Side,R,03/02/95,115,6.4,Whoopi Goldberg,10182,Don Roos,1995
32000000,Caravan Pictures,USA,Jeremiah S. Chechik,Adventure,8247627,Tall Tale,PG,24/03/95,98,5.9,Patrick Swayze,2814,Steve Bloom,1995
15000000,Savoy Pictures,USA,Preston A. Whitmore II,Drama,6014340,The Walking Dead,R,24/02/95,88,4.8,Allen Payne,652,Preston A. Whitmore II,1995
25000,Brothers McMullen Productions,USA,Edward Burns,Comedy,10246600,The Brothers McMullen,R,09/08/95,98,6.6,Jack Mulcahy,6598,Edward Burns,1995
50000000,Warner Bros.,USA,Andrew Sipes,Action,11534477,Fair Game,R,03/11/95,91,4.1,William Baldwin,10655,Paula Gosling,1995
250000,Fine Line Features,USA,Maria Maggenti,Comedy,1977544,The Incredibly True Adventure of Two Girls in Love,R,16/06/95,94,6.5,Laurel Holloman,3759,Maria Maggenti,1995
7000000,A Band Apart,France,Desmond Nakano,Drama,3760515,White Man's Burden,R,01/12/95,89,5.2,John Travolta,4197,Desmond Nakano,1995
15000000,Metro-Goldwyn-Mayer (MGM),USA,Carlo Carlei,Drama,3987649,Fluke,PG,02/06/95,96,6.7,Matthew Modine,5577,James Herbert,1995
19000000,Avenue Pictures,USA,Michael Hoffman,Biography,4100000,Restoration,R,02/02/96,117,6.7,Robert Downey Jr.,7894,Rose Tremain,1995
2000000,Miramax,USA,Paul Auster,Comedy,1275999,Blue in the Face,R,13/10/95,83,6.7,Harvey Keitel,8035,Paul Auster,1995
10000000,Universal Pictures,USA,J.F. Lawton,Action,6607652,The Hunted,R,24/02/95,100,5.9,Christopher Lambert,3978,J.F. Lawton,1995
10500000,Hollywood Pictures,USA,Randall Miller,Comedy,26325256,Houseguest,PG,06/01/95,113,5.9,Sinbad,4716,Michael J. Di Gaetano,1995
15000000,TriStar Pictures,USA,Brett Leonard,Fantasy,12201255,Hideaway,R,03/03/95,106,5.3,Jeff Goldblum,5398,Dean R. Koontz,1995
28000000,Metro-Goldwyn-Mayer (MGM),Ireland,Don Bluth,Animation,3983912,La piedra y el pingüino,G,12/04/95,74,5.6,Martin Short,3607,Rachel Koretsky,1995
6400000,TriStar Pictures,USA,Peter Hall,Crime,6849998,Never Talk to Strangers,R,20/10/95,86,5.1,Rebecca De Mornay,5483,Lewis A. Green,1995
8000000,"Rank Organisation, The",UK,David Price,Comedy,2763020,Dr. Jekyll and Ms. Hyde,PG-13,25/08/95,100,4.4,Sean Young,2379,David Price,1995
14000000,Touchstone Pictures,USA,James Ivory,Biography,2474000,Jefferson in Paris,PG-13,31/03/95,139,5.7,Nick Nolte,2535,Ruth Prawer Jhabvala,1995
5000000,40 Acres & A Mule Filmworks,USA,Nick Gomez,Crime,3565508,New Jersey Drive,R,19/04/95,98,6.7,Shar-Ron Corley,2341,Nick Gomez,1995
4000000,British Broadcasting Corporation (BBC),UK,Mike Newell,Comedy,258195,An Awfully Big Adventure,R,21/07/95,112,6,Hugh Grant,2273,Beryl Bainbridge,1995
150000,Party Productions,USA,Daisy von Scherler Mayer,Comedy,472370,Party Girl,R,09/06/95,94,6.6,Parker Posey,3784,Harry Birckmayer,1995
23000000,Castle Rock Entertainment,UK,John Boorman,Action,5750110,Beyond Rangoon,R,25/08/95,100,6.6,Patricia Arquette,4306,Alex Lasker,1995
3000000,Republic Pictures (II),USA,Mark Jones,Comedy,294991,Rumpelstiltskin,R,24/11/95,87,4.4,Max Grodénchik,1935,Mark Jones,1995
6500000,Populist Pictures,USA,Steven Soderbergh,Crime,536023,The Underneath,R,28/04/95,99,6.2,Peter Gallagher,2718,Don Tracy,1995
11000000,"Samuel Goldwyn Company, The",USA,Mira Nair,Comedy,2832826,The Perez Family,R,12/05/95,100,6.1,Marisa Tomei,1847,Christine Bell,1995
6000000,Live Entertainment,USA,Aaron Norris,Action,5093707,Top Dog,PG-13,28/04/95,86,4.1,Chuck Norris,2629,Aaron Norris,1995
2000000,Avrora Media,Russia,Anthony Waller,Horror,1204430,Mute Witness,R,15/09/95,95,6.8,Marina Zudina,4634,Anthony Waller,1995
8000000,Charles Matthau-Jerry Tokofsky-John Davis Productions,USA,Charles Matthau,Drama,493007,The Grass Harp,PG,11/10/96,107,7.2,Piper Laurie,3093,Truman Capote,1995
22000000,Hollywood Pictures,USA,Peter Yates,Comedy,12100000,Roommates,PG,03/03/95,108,6.4,Peter Falk,1509,Max Apple,1995
150000,Ferdos Films,Iran,Jafar Panahi,Drama,474047,The White Balloon,UNRATED,27/11/95,85,7.8,Aida Mohammadkhani,5258,Abbas Kiarostami,1995
10000000,Michael Ritchie Productions,USA,Michael Ritchie,Musical,44757,The Fantasticks,PG,1995,86,5.8,Joel Grey,1008,Tom Jones,1995
92000000,Warner Bros.,USA,Jan de Bont,Action,241721524,Twister,PG-13,10/05/96,113,6.3,Helen Hunt,152463,Michael Crichton,1996
3500000,Channel Four Films,UK,Danny Boyle,Drama,16501785,Trainspotting,R,09/08/96,94,8.2,Ewan McGregor,530849,John Hodge,1996
7000000,PolyGram Filmed Entertainment,USA,Joel Coen,Crime,24611975,Fargo,R,05/04/96,98,8.1,William H. Macy,500735,Ethan Coen,1996
14000000,Dimension Films,USA,Wes Craven,Horror,103046663,Scream,R,20/12/96,111,7.2,Neve Campbell,238628,Kevin Williamson,1996
19000000,Dimension Films,USA,Robert Rodriguez,Action,25753840,From Dusk Till Dawn,R,19/01/96,108,7.3,Harvey Keitel,236890,Robert Kurtzman,1996
75000000,Twentieth Century Fox Film Corporation,USA,Roland Emmerich,Action,306169255,Independence Day,PG-13,03/07/96,145,7,Will Smith,461225,Dean Devlin,1996
14500000,Bazmark Films,USA,Baz Luhrmann,Drama,46351345,Romeo + Juliet,PG-13,01/11/96,120,6.8,Leonardo DiCaprio,180239,William Shakespeare,1996
36000000,TriStar Pictures,USA,Danny DeVito,Comedy,33084249,Matilda,PG,02/08/96,98,6.8,Danny DeVito,98249,Roald Dahl,1996
12000000,Universal Pictures,USA,Dennis Dugan,Comedy,38624000,Happy Gilmore,PG-13,16/02/96,92,7,Adam Sandler,166846,Tim Herlihy,1996
3000000,NDF International,USA,Mira Nair,Crime,4109095,Kama Sutra: A Tale of Love,R,28/02/97,117,6,Naveen Andrews,8807,Helena Kriel,1996
44000000,Astoria Films,USA,Barry Levinson,Crime,49100000,Sleepers,R,18/10/96,147,7.6,Robert De Niro,163662,Lorenzo Carcaterra,1996
27000000,Miramax,USA,Anthony Minghella,Drama,78651430,The English Patient,R,06/12/96,162,7.4,Ralph Fiennes,152610,Michael Ondaatje,1996
50000000,TriStar Pictures,USA,Cameron Crowe,Comedy,153952592,Jerry Maguire,R,13/12/96,139,7.3,Tom Cruise,204244,Cameron Crowe,1996
15000000,Columbia Pictures Corporation,USA,Andrew Fleming,Drama,24881000,The Craft,R,03/05/96,101,6.3,Robin Tunney,62195,Peter Filardi,1996
80000000,Paramount Pictures,USA,Brian De Palma,Action,180981856,Mission: Impossible,PG-13,22/05/96,110,7.1,Tom Cruise,323291,Bruce Geller,1996
30000000,Paramount Pictures,USA,Gregory Hoblit,Crime,56116183,Primal Fear,R,03/04/96,129,7.7,Richard Gere,144847,William Diehl,1996
80000000,Warner Bros. Family Entertainment,USA,Joe Pytka,Animation,90463534,Space Jam,PG,15/11/96,88,6.3,Michael Jordan,124368,Leo Benvenuti,1996
75000000,Hollywood Pictures,USA,Michael Bay,Action,134069511,The Rock,R,07/06/96,136,7.4,Sean Connery,274324,David Weisberg,1996
40000000,Regency Enterprises,USA,Joel Schumacher,Crime,108766007,A Time to Kill,R,24/07/96,149,7.4,Matthew McConaughey,108790,John Grisham,1996
70000000,Tim Burton Productions,USA,Tim Burton,Comedy,37771017,Mars Attacks!,PG-13,13/12/96,106,6.3,Jack Nicholson,183327,Len Brown,1996
4000000,Dimension Films,USA,Kevin Yagher,Horror,16675000,Hellraiser: Bloodline,R,08/03/96,85,5.1,Bruce Ramsay,15579,Peter Atkins,1996
36000000,Columbia Pictures Corporation,USA,Milos Forman,Biography,20191312,The People vs. Larry Flynt,R,10/01/97,129,7.3,Woody Harrelson,76047,Scott Alexander,1996
31000000,United Artists,USA,Mike Nichols,Comedy,124060553,The Birdcage,R,08/03/96,117,7,Robin Williams,66577,Jean Poiret,1996
40000000,New Line Cinema,USA,John Frankenheimer,Horror,27663982,The Island of Dr. Moreau,PG-13,23/08/96,96,4.4,David Thewlis,27551,H.G. Wells,1996
100000000,Walt Disney Feature Animation,USA,Gary Trousdale,Animation,100138851,The Hunchback of Notre Dame,G,21/06/96,91,6.9,Demi Moore,113772,Tab Murphy,1996
25000000,Twentieth Century Fox Film Corporation,USA,Nicholas Hytner,Drama,7340103,The Crucible,PG-13,27/11/96,124,6.8,Daniel Day-Lewis,30726,Arthur Miller,1996
26000000,Clavius Base,USA,Tom Hanks,Comedy,25809813,That Thing You Do!,PG,04/10/96,108,6.9,Tom Hanks,53448,Tom Hanks,1996
890000,Miramax,USA,Billy Bob Thornton,Drama,24475416,Sling Blade,R,14/03/97,135,8,Billy Bob Thornton,76760,Billy Bob Thornton,1996
45000000,Digital Image Associates,USA,Jonathan Frakes,Action,92001027,First Contact,PG-13,22/11/96,111,7.6,Patrick Stewart,103044,Gene Roddenberry,1996
9000000,Alliance Communications Corporation,Canada,David Cronenberg,Drama,2038450,Crash: Extraños placeres,NC-17,21/03/97,100,6.4,James Spader,44693,J.G. Ballard,1996
55000000,Warner Bros.,USA,Stuart Baird,Action,56569216,Executive Decision,R,15/03/96,133,6.4,Kurt Russell,43393,Jim Thomas,1996
45000000,Regency Enterprises,USA,Ron Shelton,Comedy,53854588,Tin Cup,R,16/08/96,135,6.3,Kevin Costner,40040,John Norville,1996
7000000,Columbia Pictures Corporation,USA,Wes Anderson,Comedy,560069,Bottle Rocket,R,21/02/96,91,7.1,Luke Wilson,58644,Owen Wilson,1996
15000000,Motion Picture Corporation of America (MPCA),USA,Jason Bloom,Comedy,26757000,Bio-Dome,PG-13,12/01/96,88,4.4,Pauly Shore,22728,Adam Leff,1996
75000000,Walt Disney Pictures,USA,Stephen Herek,Adventure,136189294,101 Dalmatians,G,27/11/96,103,5.7,Glenn Close,81872,Dodie Smith,1996
3800000,Island Pictures,USA,Paris Barclay,Comedy,20109115,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,R,12/01/96,89,6.6,Shawn Wayans,40789,Shawn Wayans,1996
27000000,Rysher Entertainment,USA,Bobby Farrelly,Comedy,24944213,Kingpin,PG-13,26/07/96,113,6.9,Woody Harrelson,67115,Barry Fanaro,1996
38000000,Walt Disney Pictures,UK,Henry Selick,Animation,28934758,James and the Giant Peach,PG,12/04/96,79,6.7,Paul Terry,52633,Roald Dahl,1996
4500000,Dino De Laurentiis Company,USA,Lana Wachowski,Crime,3798532,Bound,R,04/10/96,108,7.4,Jennifer Tilly,43599,Lilly Wachowski,1996
40000000,Castle Rock Entertainment,USA,Andrew Bergman,Comedy,33109743,Striptease,R,28/06/96,115,4.3,Demi Moore,36876,Carl Hiaasen,1996
26000000,Paramount Pictures,USA,Hugh Wilson,Comedy,105489203,The First Wives Club,PG,20/09/96,103,6.2,Goldie Hawn,34686,Olivia Goldsmith,1996
8500000,Paramount Pictures,USA,Tom Holland,Fantasy,15171475,Thinner,R,25/10/96,93,5.7,Joe Mantegna,22170,Stephen King,1996
57000000,Universal Pictures,USA,Rob Cohen,Action,51367375,DragonHeart,PG-13,31/05/96,103,6.4,Dennis Quaid,82032,Patrick Read Johnson,1996
54000000,Imagine Entertainment,USA,Tom Shadyac,Comedy,128814019,The Nutty Professor,PG-13,28/06/96,95,5.6,Eddie Murphy,92803,Jerry Lewis,1996
200000,Doug Liman Productions,USA,Doug Liman,Comedy,4505922,Swingers,R,11/04/97,96,7.3,Vince Vaughn,67289,Jon Favreau,1996
47000000,Columbia Pictures Corporation,USA,Ben Stiller,Comedy,60240295,The Cable Guy,PG-13,14/06/96,96,6.1,Jim Carrey,130570,Lou Holtz Jr.,1996
18000000,Castle Rock Entertainment,UK,Kenneth Branagh,Drama,4414535,Hamlet,PG-13,25/12/96,242,7.8,Kenneth Branagh,32078,William Shakespeare,1996
30000000,Universal Pictures,New Zealand,Peter Jackson,Comedy,16759216,Muertos de miedo,R,19/07/96,110,7.1,Michael J. Fox,71729,Fran Walsh,1996
10000000,Fiction Films,Italy,Bernardo Bertolucci,Drama,4573330,Stealing Beauty,R,14/06/96,118,6.6,Jeremy Irons,21747,Bernardo Bertolucci,1996
6000000,Miramax,UK,Douglas McGrath,Comedy,22201883,Emma,PG,30/08/96,120,6.7,Gwyneth Paltrow,29972,Jane Austen,1996
50000000,Paramount Pictures,USA,John Carpenter,Action,25477365,Escape from L.A.,R,09/08/96,101,5.7,Kurt Russell,58556,John Carpenter,1996
65000000,Forge,USA,Renny Harlin,Action,33328051,The Long Kiss Goodnight,R,11/10/96,121,6.7,Geena Davis,63699,Shane Black,1996
45000000,American Zoetrope,USA,Francis Ford Coppola,Comedy,58620973,Jack,PG-13,09/08/96,113,5.8,Robin Williams,49346,James DeMonaco,1996
100000000,Kopelson Entertainment,USA,Chuck Russell,Action,101295562,Eraser,R,21/06/96,115,6.1,Arnold Schwarzenegger,90008,Tony Puryear,1996
50000000,Twentieth Century Fox Film Corporation,USA,John Woo,Action,70770147,Broken Arrow,R,09/02/96,108,6,John Travolta,81083,Graham Yost,1996
45000000,Columbia Pictures Corporation,USA,Harold Ramis,Comedy,20100000,Multiplicity,PG-13,17/07/96,117,6,Michael Keaton,26196,Chris Miller,1996
9000000,New Line Cinema,USA,F. Gary Gray,Action,36049108,Set It Off,R,06/11/96,123,6.8,Jada Pinkett Smith,11203,Takashi Bufford,1996
25000000,Live Entertainment,USA,David Twohy,Sci-Fi,14048372,The Arrival,PG-13,31/05/96,115,6.3,Charlie Sheen,27641,David Twohy,1996
55000000,Constellation Entertainment,Germany,Stephen Hopkins,Adventure,38619405,Garras,R,11/10/96,110,6.8,Michael Douglas,49044,William Goldman,1996
4100000,Rysher Entertainment,USA,Campbell Scott,Drama,11881039,Big Night,R,20/09/96,109,7.3,Tony Shalhoub,13983,Stanley Tucci,1996
60000000,1492 Pictures,USA,Brian Levant,Comedy,60573641,Jingle All the Way,PG,22/11/96,89,5.5,Arnold Schwarzenegger,74318,Randy Kornfield,1996
31000000,Twentieth Century Fox Film Corporation,USA,David S. Ward,Comedy,25785603,Down Periscope,PG-13,01/03/96,92,6,Kelsey Grammer,18045,Hugh Wilson,1996
80000000,Touchstone Pictures,USA,Ron Howard,Action,136492681,Ransom,R,08/11/96,121,6.6,Mel Gibson,104513,Cyril Hume,1996
55000000,Hollywood Pictures,USA,Alan Parker,Biography,50047179,Evita,PG,10/01/97,135,6.3,Madonna,30484,Tim Rice,1996
67000000,Lone Wolf,USA,Walter Hill,Action,17600000,Last Man Standing,R,20/09/96,101,6.4,Bruce Willis,47034,Ryûzô Kikushima,1996
32000000,Touchstone Pictures,USA,Jon Turteltaub,Drama,104636382,Phenomenon,PG,03/07/96,123,6.4,John Travolta,66920,Gerald Di Pego,1996
23000000,Scott Rudin Productions,USA,Jerry Zaks,Drama,12782508,Marvin's Room,PG-13,28/02/97,98,6.7,Meryl Streep,21695,Scott McPherson,1996
46000000,Davis Entertainment,USA,Edward Zwick,Action,59031057,Courage Under Fire,R,12/07/96,116,6.6,Denzel Washington,43118,Patrick Sheane Duncan,1996
20000000,Miramax,USA,Woody Allen,Comedy,9714482,Everyone Says I Love You,R,17/01/97,101,6.8,Woody Allen,31731,Woody Allen,1996
3000000,Green Parrot,USA,Paul Thomas Anderson,Crime,222559,Hard Eight,R,28/02/97,102,7.3,Philip Baker Hall,31261,Paul Thomas Anderson,1996
